Order_ID,Payment_Date,Payment_ID,Payment_Method,Promotion_Type,Coupon_Code,Tax_Amount,Installment_Flag,Number_of_Installments,Interest_Rate_Percent,Financing_Provider,Payment_Status,Refund_Flag
ORD00000842,21-04-2024,PAY00000842,Store Financing,No Promotion,,7688.6464,Yes,12,12.5,Store Partner,Completed,No
ORD00000843,22-04-2024,PAY00000843,Store Financing,No Promotion,,5201.1504,Yes,12,12.5,Store Partner,Completed,No
ORD00000844,23-04-2024,PAY00000844,Store Financing,No Promotion,,3157.5768,Yes,12,12.5,Store Partner,Completed,No
ORD00000845,24-04-2024,PAY00000845,Credit Card,Seasonal Offer,SAVE10,746.7688,No,0,0,,Completed,No
ORD00000846,25-04-2024,PAY00000846,Store Financing,No Promotion,,6097.1184,Yes,12,12.5,Store Partner,Completed,No
ORD00000847,26-04-2024,PAY00000847,Buy Now Pay Later,No Promotion,,1471.78,Yes,12,0,Store Partner,Completed,No
ORD00000848,27-04-2024,PAY00000848,Buy Now Pay Later,No Promotion,,1893.0312,Yes,12,0,Store Partner,Completed,No
ORD00000849,28-04-2024,PAY00000849,Buy Now Pay Later,Seasonal Offer,SAVE10,1944.464,Yes,12,0,Store Partner,Completed,No
ORD00000850,29-04-2024,PAY00000850,Store Financing,No Promotion,,9206.144,Yes,12,12.5,Store Partner,Completed,No
ORD00000851,30-04-2024,PAY00000851,Store Financing,No Promotion,,5485.4176,Yes,12,12.5,Store Partner,Completed,No
ORD00000852,01-05-2024,PAY00000852,Credit Card,No Promotion,,998.0192,No,0,0,,Completed,No
ORD00000853,02-05-2024,PAY00000853,Buy Now Pay Later,No Promotion,,1469.1096,Yes,12,0,Store Partner,Completed,No
ORD00000854,03-05-2024,PAY00000854,Store Financing,No Promotion,,2756.7688,Yes,12,12.5,Store Partner,Completed,No
ORD00000855,04-05-2024,PAY00000855,Store Financing,Seasonal Offer,SAVE10,4141.872,Yes,12,12.5,Store Partner,Completed,No
ORD00000856,05-05-2024,PAY00000856,Store Financing,Seasonal Offer,SAVE10,12995.316,Yes,12,12.5,Store Partner,Completed,No
ORD00000857,06-05-2024,PAY00000857,Buy Now Pay Later,Seasonal Offer,SAVE10,2174.5928,Yes,12,0,Store Partner,Completed,No
ORD00000858,07-05-2024,PAY00000858,Store Financing,No Promotion,,3173.1384,Yes,12,12.5,Store Partner,Completed,No
ORD00000859,08-05-2024,PAY00000859,Store Financing,Seasonal Offer,SAVE10,3202.232,Yes,12,12.5,Store Partner,Completed,No
ORD00000860,09-05-2024,PAY00000860,Buy Now Pay Later,Seasonal Offer,SAVE10,1587.968,Yes,12,0,Store Partner,Completed,No
ORD00000861,10-05-2024,PAY00000861,Store Financing,Seasonal Offer,SAVE10,4223.4224,Yes,12,12.5,Store Partner,Completed,No
ORD00000862,11-05-2024,PAY00000862,Store Financing,Seasonal Offer,SAVE10,2926.688,Yes,12,12.5,Store Partner,Completed,No
ORD00000863,12-05-2024,PAY00000863,Store Financing,Seasonal Offer,SAVE10,3305.8904,Yes,12,12.5,Store Partner,Completed,No
ORD00000864,13-05-2024,PAY00000864,Buy Now Pay Later,Seasonal Offer,SAVE10,2006.62,Yes,12,0,Store Partner,Completed,No
ORD00000865,14-05-2024,PAY00000865,Store Financing,Seasonal Offer,SAVE10,6777.8256,Yes,12,12.5,Store Partner,Completed,No
ORD00000866,15-05-2024,PAY00000866,Credit Card,No Promotion,,774.4824,No,0,0,,Completed,No
ORD00000867,16-05-2024,PAY00000867,Store Financing,No Promotion,,5655.1416,Yes,12,12.5,Store Partner,Completed,No
ORD00000868,17-05-2024,PAY00000868,Store Financing,Seasonal Offer,SAVE10,5397.9264,Yes,12,12.5,Store Partner,Completed,No
ORD00000869,18-05-2024,PAY00000869,Store Financing,No Promotion,,7449.8928,Yes,12,12.5,Store Partner,Completed,No
ORD00000870,19-05-2024,PAY00000870,Store Financing,Seasonal Offer,SAVE10,10089.8512,Yes,12,12.5,Store Partner,Completed,No
ORD00000871,20-05-2024,PAY00000871,Store Financing,Seasonal Offer,SAVE10,6317.772,Yes,12,12.5,Store Partner,Completed,No
ORD00000872,21-05-2024,PAY00000872,Buy Now Pay Later,Seasonal Offer,SAVE10,1325.0856,Yes,12,0,Store Partner,Completed,No
ORD00000873,22-05-2024,PAY00000873,Store Financing,No Promotion,,5433.272,Yes,12,12.5,Store Partner,Completed,No
ORD00000874,23-05-2024,PAY00000874,Store Financing,Seasonal Offer,SAVE10,2531.0984,Yes,12,12.5,Store Partner,Completed,No
ORD00000875,24-05-2024,PAY00000875,Store Financing,No Promotion,,2705.7904,Yes,12,12.5,Store Partner,Completed,No
ORD00000876,25-05-2024,PAY00000876,Digital Wallet,Seasonal Offer,SAVE10,212.9912,No,0,0,,Completed,No
ORD00000877,26-05-2024,PAY00000877,Store Financing,No Promotion,,6198.3696,Yes,12,12.5,Store Partner,Completed,No
ORD00000878,27-05-2024,PAY00000878,Store Financing,No Promotion,,10305.488,Yes,12,12.5,Store Partner,Completed,No
ORD00000879,28-05-2024,PAY00000879,Store Financing,No Promotion,,3002.6616,Yes,12,12.5,Store Partner,Completed,No
ORD00000880,29-05-2024,PAY00000880,Store Financing,Seasonal Offer,SAVE10,2781.4024,Yes,12,12.5,Store Partner,Completed,No
ORD00000881,30-05-2024,PAY00000881,Buy Now Pay Later,Seasonal Offer,SAVE10,1271.7072,Yes,12,0,Store Partner,Completed,No
ORD00000882,31-05-2024,PAY00000882,Store Financing,Seasonal Offer,SAVE10,5249.1512,Yes,12,12.5,Store Partner,Completed,No
ORD00000883,01-06-2024,PAY00000883,Buy Now Pay Later,No Promotion,,2286.4632,Yes,12,0,Store Partner,Completed,No
ORD00000884,02-06-2024,PAY00000884,Gift Card,Seasonal Offer,SAVE10,411.7448,No,0,0,,Completed,No
ORD00000885,03-06-2024,PAY00000885,Buy Now Pay Later,Seasonal Offer,SAVE10,1435.4568,Yes,12,0,Store Partner,Completed,No
ORD00000886,04-06-2024,PAY00000886,Digital Wallet,Seasonal Offer,SAVE10,196.456,No,0,0,,Completed,No
ORD00000887,05-06-2024,PAY00000887,Buy Now Pay Later,Seasonal Offer,SAVE10,1618.6736,Yes,12,0,Store Partner,Completed,No
ORD00000888,06-06-2024,PAY00000888,Buy Now Pay Later,No Promotion,,1463.0936,Yes,12,0,Store Partner,Completed,No
ORD00000889,07-06-2024,PAY00000889,Buy Now Pay Later,No Promotion,,2294.8288,Yes,12,0,Store Partner,Completed,No
ORD00000890,08-06-2024,PAY00000890,Store Financing,No Promotion,,6034.7352,Yes,12,12.5,Store Partner,Completed,No
ORD00000891,09-06-2024,PAY00000891,Digital Wallet,Seasonal Offer,SAVE10,383.8608,No,0,0,,Completed,No
ORD00000892,10-06-2024,PAY00000892,Store Financing,Seasonal Offer,SAVE10,6796.6192,Yes,12,12.5,Store Partner,Completed,No
ORD00000893,11-06-2024,PAY00000893,Store Financing,No Promotion,,3509.4936,Yes,12,12.5,Store Partner,Completed,No
ORD00000894,12-06-2024,PAY00000894,Store Financing,Seasonal Offer,SAVE10,6478.2632,Yes,12,12.5,Store Partner,Completed,No
ORD00000895,13-06-2024,PAY00000895,Credit Card,Seasonal Offer,SAVE10,791.8392,No,0,0,,Completed,No
ORD00000896,14-06-2024,PAY00000896,Store Financing,No Promotion,,3487.4256,Yes,12,12.5,Store Partner,Completed,No
ORD00000897,15-06-2024,PAY00000897,Store Financing,No Promotion,,2488.7424,Yes,12,12.5,Store Partner,Completed,No
ORD00000898,16-06-2024,PAY00000898,Store Financing,No Promotion,,2852.5776,Yes,12,12.5,Store Partner,Completed,No
ORD00000899,17-06-2024,PAY00000899,Digital Wallet,Seasonal Offer,SAVE10,364.068,No,0,0,,Completed,No
ORD00000900,18-06-2024,PAY00000900,Buy Now Pay Later,Seasonal Offer,SAVE10,1298.4368,Yes,12,0,Store Partner,Completed,No
ORD00000901,19-06-2024,PAY00000901,Buy Now Pay Later,Seasonal Offer,SAVE10,2013.2416,Yes,12,0,Store Partner,Completed,No
ORD00000902,20-06-2024,PAY00000902,Credit Card,Seasonal Offer,SAVE10,1098.6296,No,0,0,,Completed,No
ORD00000903,21-06-2024,PAY00000903,Store Financing,Seasonal Offer,SAVE10,8065.3856,Yes,12,12.5,Store Partner,Completed,No
ORD00000904,22-06-2024,PAY00000904,Store Financing,Seasonal Offer,SAVE10,12611.6496,Yes,12,12.5,Store Partner,Completed,No
ORD00000905,23-06-2024,PAY00000905,Buy Now Pay Later,Seasonal Offer,SAVE10,2128.2344,Yes,12,0,Store Partner,Completed,No
ORD00000906,24-06-2024,PAY00000906,Store Financing,Seasonal Offer,SAVE10,3186.6088,Yes,12,12.5,Store Partner,Completed,No
ORD00000907,25-06-2024,PAY00000907,Store Financing,No Promotion,,6267.3536,Yes,12,12.5,Store Partner,Completed,No
ORD00000908,26-06-2024,PAY00000908,Credit Card,Seasonal Offer,SAVE10,1050.7144,No,0,0,,Completed,No
ORD00000909,27-06-2024,PAY00000909,Store Financing,No Promotion,,2657.6912,Yes,12,12.5,Store Partner,Completed,No
ORD00000910,28-06-2024,PAY00000910,Credit Card,Seasonal Offer,SAVE10,1120.3816,No,0,0,,Completed,No
ORD00000911,29-06-2024,PAY00000911,Buy Now Pay Later,No Promotion,,2315.7728,Yes,12,0,Store Partner,Completed,No
ORD00000912,30-06-2024,PAY00000912,Buy Now Pay Later,Seasonal Offer,SAVE10,1276.2976,Yes,12,0,Store Partner,Completed,No
ORD00000913,01-07-2024,PAY00000913,Store Financing,Seasonal Offer,SAVE10,6301.0912,Yes,12,12.5,Store Partner,Completed,No
ORD00000914,02-07-2024,PAY00000914,Store Financing,Seasonal Offer,SAVE10,4454.9088,Yes,12,12.5,Store Partner,Completed,No
ORD00000915,03-07-2024,PAY00000915,Store Financing,No Promotion,,4093.2264,Yes,12,12.5,Store Partner,Completed,No
ORD00000916,04-07-2024,PAY00000916,Gift Card,Seasonal Offer,SAVE10,608.0464,No,0,0,,Completed,No
ORD00000917,05-07-2024,PAY00000917,Store Financing,No Promotion,,5892.8896,Yes,12,12.5,Store Partner,Completed,No
ORD00000918,06-07-2024,PAY00000918,Buy Now Pay Later,Seasonal Offer,SAVE10,1362.5528,Yes,12,0,Store Partner,Completed,No
ORD00000919,07-07-2024,PAY00000919,Store Financing,Seasonal Offer,SAVE10,5660.1392,Yes,12,12.5,Store Partner,Completed,No
ORD00000920,08-07-2024,PAY00000920,Gift Card,Seasonal Offer,SAVE10,520.1272,No,0,0,,Completed,No
ORD00000921,09-07-2024,PAY00000921,Store Financing,No Promotion,,5673.4944,Yes,12,12.5,Store Partner,Completed,No
ORD00000922,10-07-2024,PAY00000922,Buy Now Pay Later,Seasonal Offer,SAVE10,2102.8664,Yes,12,0,Store Partner,Completed,No
ORD00000923,11-07-2024,PAY00000923,Store Financing,Seasonal Offer,SAVE10,13347.1416,Yes,12,12.5,Store Partner,Completed,No
ORD00000924,12-07-2024,PAY00000924,Store Financing,Seasonal Offer,SAVE10,2982.3176,Yes,12,12.5,Store Partner,Completed,No
ORD00000925,13-07-2024,PAY00000925,Buy Now Pay Later,Seasonal Offer,SAVE10,1794.088,Yes,12,0,Store Partner,Completed,No
ORD00000926,14-07-2024,PAY00000926,Credit Card,Seasonal Offer,SAVE10,899.1504,No,0,0,,Completed,No
ORD00000927,15-07-2024,PAY00000927,Credit Card,Seasonal Offer,SAVE10,1082.7624,No,0,0,,Completed,No
ORD00000928,16-07-2024,PAY00000928,Store Financing,Seasonal Offer,SAVE10,9186.9408,Yes,12,12.5,Store Partner,Completed,No
ORD00000929,17-07-2024,PAY00000929,Store Financing,Seasonal Offer,SAVE10,2692.4936,Yes,12,12.5,Store Partner,Completed,No
ORD00000930,18-07-2024,PAY00000930,Credit Card,No Promotion,,1028.5096,No,0,0,,Completed,No
ORD00000931,19-07-2024,PAY00000931,Store Financing,Seasonal Offer,SAVE10,2648.2504,Yes,12,12.5,Store Partner,Completed,No
ORD00000932,20-07-2024,PAY00000932,Buy Now Pay Later,No Promotion,,1615.8224,Yes,12,0,Store Partner,Completed,No
ORD00000933,21-07-2024,PAY00000933,Store Financing,No Promotion,,4514.9736,Yes,12,12.5,Store Partner,Completed,No
ORD00000934,22-07-2024,PAY00000934,Buy Now Pay Later,No Promotion,,1506.3832,Yes,12,0,Store Partner,Completed,No
ORD00000935,23-07-2024,PAY00000935,Store Financing,Seasonal Offer,SAVE10,7245.9168,Yes,12,12.5,Store Partner,Completed,No
ORD00000936,24-07-2024,PAY00000936,Buy Now Pay Later,Seasonal Offer,SAVE10,1853.236,Yes,12,0,Store Partner,Completed,No
ORD00000937,25-07-2024,PAY00000937,Store Financing,No Promotion,,7243.332,Yes,12,12.5,Store Partner,Completed,No
ORD00000938,26-07-2024,PAY00000938,Store Financing,No Promotion,,3419.82,Yes,12,12.5,Store Partner,Completed,No
ORD00000939,27-07-2024,PAY00000939,Store Financing,No Promotion,,7682.3872,Yes,12,12.5,Store Partner,Completed,No
ORD00000940,28-07-2024,PAY00000940,Buy Now Pay Later,Seasonal Offer,SAVE10,1294.3888,Yes,12,0,Store Partner,Completed,No
ORD00000941,29-07-2024,PAY00000941,Store Financing,Seasonal Offer,SAVE10,7406.92,Yes,12,12.5,Store Partner,Completed,No
ORD00000942,30-07-2024,PAY00000942,Credit Card,Seasonal Offer,SAVE10,1180.0992,No,0,0,,Completed,No
ORD00000943,31-07-2024,PAY00000943,Store Financing,Seasonal Offer,SAVE10,8907.0104,Yes,12,12.5,Store Partner,Completed,No
ORD00000944,01-08-2024,PAY00000944,Store Financing,Seasonal Offer,SAVE10,4772.924,Yes,12,12.5,Store Partner,Completed,No
ORD00000945,02-08-2024,PAY00000945,Store Financing,Seasonal Offer,SAVE10,7030.4016,Yes,12,12.5,Store Partner,Completed,No
ORD00000946,03-08-2024,PAY00000946,Buy Now Pay Later,Seasonal Offer,SAVE10,1971.7536,Yes,12,0,Store Partner,Completed,No
ORD00000947,04-08-2024,PAY00000947,Store Financing,Seasonal Offer,SAVE10,6327.5688,Yes,12,12.5,Store Partner,Completed,No
ORD00000948,05-08-2024,PAY00000948,Digital Wallet,No Promotion,,272.9448,No,0,0,,Completed,No
ORD00000949,06-08-2024,PAY00000949,Buy Now Pay Later,Seasonal Offer,SAVE10,1221.616,Yes,12,0,Store Partner,Completed,No
ORD00000950,07-08-2024,PAY00000950,Store Financing,Seasonal Offer,SAVE10,5565.9768,Yes,12,12.5,Store Partner,Completed,No
ORD00000951,08-08-2024,PAY00000951,Store Financing,Seasonal Offer,SAVE10,4741.4192,Yes,12,12.5,Store Partner,Completed,No
ORD00000952,09-08-2024,PAY00000952,Store Financing,Seasonal Offer,SAVE10,5728.792,Yes,12,12.5,Store Partner,Completed,No
ORD00000953,10-08-2024,PAY00000953,Credit Card,Seasonal Offer,SAVE10,663.852,No,0,0,,Completed,No
ORD00000954,11-08-2024,PAY00000954,Store Financing,Seasonal Offer,SAVE10,2972.5576,Yes,12,12.5,Store Partner,Completed,No
ORD00000955,12-08-2024,PAY00000955,Gift Card,No Promotion,,489.2232,No,0,0,,Completed,No
ORD00000956,13-08-2024,PAY00000956,Store Financing,Seasonal Offer,SAVE10,2420.036,Yes,12,12.5,Store Partner,Completed,No
ORD00000957,14-08-2024,PAY00000957,Credit Card,No Promotion,,686.2416,No,0,0,,Completed,No
ORD00000958,15-08-2024,PAY00000958,Gift Card,Seasonal Offer,SAVE10,607.3496,No,0,0,,Completed,No
ORD00000959,16-08-2024,PAY00000959,Store Financing,Seasonal Offer,SAVE10,2527.4336,Yes,12,12.5,Store Partner,Completed,No
ORD00000960,17-08-2024,PAY00000960,Store Financing,Seasonal Offer,SAVE10,3812.6992,Yes,12,12.5,Store Partner,Completed,No
ORD00000961,18-08-2024,PAY00000961,Buy Now Pay Later,No Promotion,,1876.584,Yes,12,0,Store Partner,Completed,No
ORD00000962,19-08-2024,PAY00000962,Digital Wallet,Seasonal Offer,SAVE10,316.712,No,0,0,,Completed,No
ORD00000963,20-08-2024,PAY00000963,Store Financing,Seasonal Offer,SAVE10,7420.2672,Yes,12,12.5,Store Partner,Completed,No
ORD00000964,21-08-2024,PAY00000964,Credit Card,Seasonal Offer,SAVE10,905.656,No,0,0,,Completed,No
ORD00000965,22-08-2024,PAY00000965,Credit Card,Seasonal Offer,SAVE10,733.996,No,0,0,,Completed,No
ORD00000966,23-08-2024,PAY00000966,Store Financing,Seasonal Offer,SAVE10,5655.8864,Yes,12,12.5,Store Partner,Completed,No
ORD00000967,24-08-2024,PAY00000967,Store Financing,Seasonal Offer,SAVE10,7381.8408,Yes,12,12.5,Store Partner,Completed,No
ORD00000968,25-08-2024,PAY00000968,Buy Now Pay Later,Seasonal Offer,SAVE10,1299.4904,Yes,12,0,Store Partner,Completed,No
ORD00000969,26-08-2024,PAY00000969,Buy Now Pay Later,Seasonal Offer,SAVE10,1740.7976,Yes,12,0,Store Partner,Completed,No
ORD00000970,27-08-2024,PAY00000970,Store Financing,Seasonal Offer,SAVE10,6854.8704,Yes,12,12.5,Store Partner,Completed,No
ORD00000971,28-08-2024,PAY00000971,Store Financing,Seasonal Offer,SAVE10,8040.0368,Yes,12,12.5,Store Partner,Completed,No
ORD00000972,29-08-2024,PAY00000972,Store Financing,No Promotion,,5723.3888,Yes,12,12.5,Store Partner,Completed,No
ORD00000973,30-08-2024,PAY00000973,Buy Now Pay Later,No Promotion,,1494.7168,Yes,12,0,Store Partner,Completed,No
ORD00000974,31-08-2024,PAY00000974,Store Financing,Seasonal Offer,SAVE10,6105.3456,Yes,12,12.5,Store Partner,Completed,No
ORD00000975,01-09-2024,PAY00000975,Store Financing,Seasonal Offer,SAVE10,4844.2288,Yes,12,12.5,Store Partner,Completed,No
ORD00000976,02-09-2024,PAY00000976,Buy Now Pay Later,No Promotion,,2255.3664,Yes,12,0,Store Partner,Completed,No
ORD00000977,03-09-2024,PAY00000977,Store Financing,No Promotion,,3170.1216,Yes,12,12.5,Store Partner,Completed,No
ORD00000978,04-09-2024,PAY00000978,Store Financing,Seasonal Offer,SAVE10,4313.5744,Yes,12,12.5,Store Partner,Completed,No
ORD00000979,05-09-2024,PAY00000979,Store Financing,Seasonal Offer,SAVE10,2618.1464,Yes,12,12.5,Store Partner,Completed,No
ORD00000980,06-09-2024,PAY00000980,Store Financing,No Promotion,,3017.936,Yes,12,12.5,Store Partner,Completed,No
ORD00000981,07-09-2024,PAY00000981,Store Financing,No Promotion,,6361.152,Yes,12,12.5,Store Partner,Completed,No
ORD00000982,08-09-2024,PAY00000982,Store Financing,No Promotion,,5726.8496,Yes,12,12.5,Store Partner,Completed,No
ORD00000983,09-09-2024,PAY00000983,Buy Now Pay Later,Seasonal Offer,SAVE10,2385.9968,Yes,12,0,Store Partner,Completed,No
ORD00000984,10-09-2024,PAY00000984,Store Financing,No Promotion,,5862.4528,Yes,12,12.5,Store Partner,Completed,No
ORD00000985,11-09-2024,PAY00000985,Buy Now Pay Later,No Promotion,,1390.9576,Yes,12,0,Store Partner,Completed,No
ORD00000986,12-09-2024,PAY00000986,Buy Now Pay Later,No Promotion,,2283.2424,Yes,12,0,Store Partner,Completed,No
ORD00000987,13-09-2024,PAY00000987,Gift Card,Seasonal Offer,SAVE10,444.9552,No,0,0,,Completed,No
ORD00000988,14-09-2024,PAY00000988,Store Financing,Seasonal Offer,SAVE10,5599.2064,Yes,12,12.5,Store Partner,Completed,No
ORD00000989,15-09-2024,PAY00000989,Credit Card,Seasonal Offer,SAVE10,858.232,No,0,0,,Completed,No
ORD00000990,16-09-2024,PAY00000990,Credit Card,No Promotion,,1096.6648,No,0,0,,Completed,No
ORD00000991,17-09-2024,PAY00000991,Buy Now Pay Later,Seasonal Offer,SAVE10,1525.844,Yes,12,0,Store Partner,Completed,No
ORD00000992,18-09-2024,PAY00000992,Store Financing,Seasonal Offer,SAVE10,2599.4008,Yes,12,12.5,Store Partner,Completed,No
ORD00000993,19-09-2024,PAY00000993,Store Financing,Seasonal Offer,SAVE10,3113.0408,Yes,12,12.5,Store Partner,Completed,No
ORD00000994,20-09-2024,PAY00000994,Buy Now Pay Later,No Promotion,,1381.0448,Yes,12,0,Store Partner,Completed,No
ORD00000995,21-09-2024,PAY00000995,Store Financing,Seasonal Offer,SAVE10,5701.6976,Yes,12,12.5,Store Partner,Completed,No
ORD00000996,22-09-2024,PAY00000996,Digital Wallet,No Promotion,,195.4928,No,0,0,,Completed,No
ORD00000997,23-09-2024,PAY00000997,Store Financing,Seasonal Offer,SAVE10,3501.7064,Yes,12,12.5,Store Partner,Completed,No
ORD00000998,24-09-2024,PAY00000998,Store Financing,No Promotion,,8951.46,Yes,12,12.5,Store Partner,Completed,No
ORD00000999,25-09-2024,PAY00000999,Store Financing,Seasonal Offer,SAVE10,9685.996,Yes,12,12.5,Store Partner,Completed,No
ORD00001000,26-09-2024,PAY00001000,Store Financing,Seasonal Offer,SAVE10,10974.452,Yes,12,12.5,Store Partner,Completed,No
ORD00001001,27-09-2024,PAY00001001,Store Financing,Seasonal Offer,SAVE10,2601.7752,Yes,12,12.5,Store Partner,Completed,No
ORD00001002,28-09-2024,PAY00001002,Store Financing,Seasonal Offer,SAVE10,3589.9976,Yes,12,12.5,Store Partner,Completed,No
ORD00001003,29-09-2024,PAY00001003,Store Financing,Seasonal Offer,SAVE10,5150.3512,Yes,12,12.5,Store Partner,Completed,No
ORD00001004,30-09-2024,PAY00001004,Credit Card,Seasonal Offer,SAVE10,726.3968,No,0,0,,Completed,No
ORD00001005,01-10-2024,PAY00001005,Store Financing,No Promotion,,8226.912,Yes,12,12.5,Store Partner,Completed,No
ORD00001006,02-10-2024,PAY00001006,Store Financing,No Promotion,,6098.9264,Yes,12,12.5,Store Partner,Completed,No
ORD00001007,03-10-2024,PAY00001007,Buy Now Pay Later,Seasonal Offer,SAVE10,1370.0912,Yes,12,0,Store Partner,Completed,No
ORD00001008,04-10-2024,PAY00001008,Digital Wallet,Seasonal Offer,SAVE10,269.5216,No,0,0,,Completed,No
ORD00001009,05-10-2024,PAY00001009,Credit Card,Seasonal Offer,SAVE10,796.1072,No,0,0,,Completed,No
ORD00001010,06-10-2024,PAY00001010,Store Financing,Seasonal Offer,SAVE10,3336.7856,Yes,12,12.5,Store Partner,Completed,No
ORD00001011,07-10-2024,PAY00001011,Store Financing,No Promotion,,4485.6384,Yes,12,12.5,Store Partner,Completed,No
ORD00001012,08-10-2024,PAY00001012,Store Financing,Seasonal Offer,SAVE10,4986.3272,Yes,12,12.5,Store Partner,Completed,No
ORD00001013,09-10-2024,PAY00001013,Store Financing,Seasonal Offer,SAVE10,8067.4464,Yes,12,12.5,Store Partner,Completed,No
ORD00001014,10-10-2024,PAY00001014,Store Financing,Seasonal Offer,SAVE10,5951.6488,Yes,12,12.5,Store Partner,Completed,No
ORD00001015,11-10-2024,PAY00001015,Store Financing,Seasonal Offer,SAVE10,3301.0112,Yes,12,12.5,Store Partner,Completed,No
ORD00001016,12-10-2024,PAY00001016,Store Financing,No Promotion,,5778.9488,Yes,12,12.5,Store Partner,Completed,No
ORD00001017,13-10-2024,PAY00001017,Buy Now Pay Later,Seasonal Offer,SAVE10,1655.3632,Yes,12,0,Store Partner,Completed,No
ORD00001018,14-10-2024,PAY00001018,Store Financing,Seasonal Offer,SAVE10,3454.2808,Yes,12,12.5,Store Partner,Completed,No
ORD00001019,15-10-2024,PAY00001019,Store Financing,Seasonal Offer,SAVE10,7236.3744,Yes,12,12.5,Store Partner,Completed,No
ORD00001020,16-10-2024,PAY00001020,Store Financing,Seasonal Offer,SAVE10,5932.412,Yes,12,12.5,Store Partner,Completed,No
ORD00001021,17-10-2024,PAY00001021,Store Financing,No Promotion,,4717.1568,Yes,12,12.5,Store Partner,Completed,No
ORD00001022,18-10-2024,PAY00001022,Store Financing,Seasonal Offer,SAVE10,5632.5472,Yes,12,12.5,Store Partner,Completed,No
ORD00001023,19-10-2024,PAY00001023,Credit Card,No Promotion,,1019.7688,No,0,0,,Completed,No
ORD00001024,20-10-2024,PAY00001024,Credit Card,Seasonal Offer,SAVE10,839.752,No,0,0,,Completed,No
ORD00001025,21-10-2024,PAY00001025,Buy Now Pay Later,Seasonal Offer,SAVE10,1513.9352,Yes,12,0,Store Partner,Completed,No
ORD00001026,22-10-2024,PAY00001026,Store Financing,No Promotion,,5861.6864,Yes,12,12.5,Store Partner,Completed,No
ORD00001027,23-10-2024,PAY00001027,Buy Now Pay Later,Seasonal Offer,SAVE10,2382.2008,Yes,12,0,Store Partner,Completed,No
ORD00001028,24-10-2024,PAY00001028,Store Financing,Seasonal Offer,SAVE10,8542.1416,Yes,12,12.5,Store Partner,Completed,No
ORD00001029,25-10-2024,PAY00001029,Buy Now Pay Later,Seasonal Offer,SAVE10,1352.4896,Yes,12,0,Store Partner,Completed,No
ORD00001030,26-10-2024,PAY00001030,Buy Now Pay Later,Seasonal Offer,SAVE10,2150.9456,Yes,12,0,Store Partner,Completed,No
ORD00001031,27-10-2024,PAY00001031,Store Financing,Seasonal Offer,SAVE10,8530.4592,Yes,12,12.5,Store Partner,Completed,No
ORD00001032,28-10-2024,PAY00001032,Store Financing,Seasonal Offer,SAVE10,5387.4952,Yes,12,12.5,Store Partner,Completed,No
ORD00001033,29-10-2024,PAY00001033,Credit Card,Seasonal Offer,SAVE10,858.232,No,0,0,,Completed,No
ORD00001034,30-10-2024,PAY00001034,Store Financing,No Promotion,,4378.688,Yes,12,12.5,Store Partner,Completed,No
ORD00001035,31-10-2024,PAY00001035,Store Financing,Seasonal Offer,SAVE10,5184.7536,Yes,12,12.5,Store Partner,Completed,No
ORD00001036,01-11-2024,PAY00001036,Store Financing,Seasonal Offer,SAVE10,4771.8344,Yes,12,12.5,Store Partner,Completed,No
ORD00001037,02-11-2024,PAY00001037,Credit Card,No Promotion,,795.8144,No,0,0,,Completed,No
ORD00001038,03-11-2024,PAY00001038,Credit Card,Seasonal Offer,SAVE10,1091.4872,No,0,0,,Completed,No
ORD00001039,04-11-2024,PAY00001039,Store Financing,No Promotion,,7687.9464,Yes,12,12.5,Store Partner,Completed,No
ORD00001040,05-11-2024,PAY00001040,Store Financing,Seasonal Offer,SAVE10,4140.0896,Yes,12,12.5,Store Partner,Completed,No
ORD00001041,06-11-2024,PAY00001041,Store Financing,Seasonal Offer,SAVE10,3358.496,Yes,12,12.5,Store Partner,Completed,No
ORD00001042,07-11-2024,PAY00001042,Store Financing,Seasonal Offer,SAVE10,5432.3912,Yes,12,12.5,Store Partner,Completed,No
ORD00001043,08-11-2024,PAY00001043,Store Financing,Seasonal Offer,SAVE10,11906.8808,Yes,12,12.5,Store Partner,Completed,No
ORD00001044,09-11-2024,PAY00001044,Store Financing,Seasonal Offer,SAVE10,9301.9008,Yes,12,12.5,Store Partner,Completed,No
ORD00001045,10-11-2024,PAY00001045,Store Financing,Seasonal Offer,SAVE10,3197.0344,Yes,12,12.5,Store Partner,Completed,No
ORD00001046,11-11-2024,PAY00001046,Store Financing,No Promotion,,2690.3424,Yes,12,12.5,Store Partner,Completed,No
ORD00001047,12-11-2024,PAY00001047,Store Financing,Seasonal Offer,SAVE10,2596.824,Yes,12,12.5,Store Partner,Completed,No
ORD00001048,13-11-2024,PAY00001048,Buy Now Pay Later,Seasonal Offer,SAVE10,1485.6272,Yes,12,0,Store Partner,Completed,No
ORD00001049,14-11-2024,PAY00001049,Store Financing,Seasonal Offer,SAVE10,4289.2832,Yes,12,12.5,Store Partner,Completed,No
ORD00001050,15-11-2024,PAY00001050,Buy Now Pay Later,Seasonal Offer,SAVE10,1755.4456,Yes,12,0,Store Partner,Completed,No
ORD00001051,16-11-2024,PAY00001051,Store Financing,Seasonal Offer,SAVE10,4318.3168,Yes,12,12.5,Store Partner,Completed,No
